,nor_esm2,cnrm_esm2_1,mpi_esm1_2,miroc6,access_esm1_5,can_esm5,mri_esm2_0,model_mean
1929-12-31,0.9852502,1.0233959,1.039616,0.9962306,0.9981982,0.87863684,0.9851233,1.0004438
1930-12-31,0.9824537,1.0208515,1.0309976,0.996102,0.96541244,0.81008404,0.98509765,0.9894437
1931-12-31,0.98168445,1.023063,1.0338402,0.99545854,0.9230261,0.8513064,0.9842209,0.9859931
1932-12-31,0.97866535,1.0277439,1.0222212,0.9955717,0.90852475,0.92596143,0.98331296,0.9862093
1933-12-31,0.9781069,1.0296676,1.0099332,0.99545854,0.8949678,1.0547345,0.9825261,0.9891339
1934-12-31,0.97893286,1.0287579,0.98327154,0.99545854,0.8853243,1.016139,0.9820424,0.98092234
1935-12-31,0.98055315,1.0302045,0.9662435,0.99545854,0.8540638,1.0437502,0.98155403,0.9753164
1936-12-31,0.9831051,1.0328707,0.95829165,0.9949388,0.85481745,1.0523297,0.98139125,0.97537345
1937-12-31,0.985913,1.0339016,0.9423363,0.9940691,0.87517583,1.0177774,0.98078483,0.974255
1938-12-31,0.98221767,1.0357814,0.9446134,0.9940691,0.88783634,0.97531873,0.9805416,0.97403497
1939-12-31,0.9764372,1.0347475,0.97616315,0.99442434,0.87967634,0.89669204,0.98020095,0.9729802
1940-12-31,0.97386235,1.0295743,0.9836707,0.99413246,0.9125759,0.8988354,0.98020095,0.97774214
1941-12-31,0.975164,1.0246053,0.98086184,0.99413246,0.8937752,0.8967048,0.98020095,0.9735359
1942-12-31,0.98251885,1.0253315,0.9525664,0.99413246,0.87354225,0.9299871,0.9795334,0.9686663
1943-12-31,0.98863775,1.026334,0.9439911,0.99437493,0.89717466,0.9915021,0.9785046,0.9750734
1944-12-31,0.9888711,1.025427,0.9480404,0.9940857,0.9224329,0.9710322,0.9778127,0.97816014
1945-12-31,0.9867363,1.0232078,0.98034614,0.9930854,0.93505824,0.9359294,0.97767246,0.98279256
1946-12-31,0.97049725,1.0217329,1.0119544,0.9926128,0.9286129,0.9124446,0.9774877,0.98305994
1947-12-31,0.9682177,1.0226781,0.9978122,0.9917715,0.9368371,0.90406054,0.97722906,0.98105747
1948-12-31,0.965462,1.0219758,0.9776006,0.99211097,0.9154674,0.81978434,0.9779176,0.9694386
1949-12-31,0.96761066,1.0192935,0.9797412,0.9924505,0.87904966,0.84224534,0.9786109,0.9655236
1950-12-31,0.9649003,1.0176538,0.98425585,0.99300396,0.89102775,0.779361,0.9783982,0.96401805
1951-12-31,0.9707086,1.0253503,1.0160791,0.9922502,0.8757942,0.80355793,0.97772115,0.9709035
